Mouse Hareket Etti - X: 409, Y: 382, Zaman: 143 ms
Mouse Hareket Etti - X: 687, Y: 190, Zaman: 4736 ms
Mouse Hareket Etti - X: 686, Y: 192, Zaman: 4737 ms
Mouse Hareket Etti - X: 685, Y: 194, Zaman: 4738 ms
Mouse Hareket Etti - X: 684, Y: 196, Zaman: 4739 ms
Mouse Hareket Etti - X: 682, Y: 198, Zaman: 4740 ms
Mouse Hareket Etti - X: 682, Y: 201, Zaman: 4741 ms
Mouse Hareket Etti - X: 680, Y: 203, Zaman: 4742 ms
Mouse Hareket Etti - X: 679, Y: 205, Zaman: 4743 ms
Mouse Hareket Etti - X: 678, Y: 207, Zaman: 4744 ms
Mouse Hareket Etti - X: 676, Y: 211, Zaman: 4745 ms
Mouse Hareket Etti - X: 676, Y: 213, Zaman: 4746 ms
Mouse Hareket Etti - X: 674, Y: 215, Zaman: 4747 ms
Mouse Hareket Etti - X: 672, Y: 218, Zaman: 4748 ms
Mouse Hareket Etti - X: 671, Y: 220, Zaman: 4749 ms
Mouse Hareket Etti - X: 670, Y: 223, Zaman: 4750 ms
Mouse Hareket Etti - X: 669, Y: 226, Zaman: 4751 ms
Mouse Hareket Etti - X: 667, Y: 228, Zaman: 4752 ms
Mouse Hareket Etti - X: 666, Y: 231, Zaman: 4753 ms
Mouse Hareket Etti - X: 664, Y: 234, Zaman: 4754 ms
Mouse Hareket Etti - X: 662, Y: 237, Zaman: 4755 ms
Mouse Hareket Etti - X: 661, Y: 240, Zaman: 4756 ms
Mouse Hareket Etti - X: 659, Y: 243, Zaman: 4757 ms
Mouse Hareket Etti - X: 658, Y: 245, Zaman: 4758 ms
Mouse Hareket Etti - X: 655, Y: 249, Zaman: 4759 ms
Mouse Hareket Etti - X: 654, Y: 252, Zaman: 4760 ms
Mouse Hareket Etti - X: 652, Y: 254, Zaman: 4761 ms
Mouse Hareket Etti - X: 650, Y: 259, Zaman: 4762 ms
Mouse Hareket Etti - X: 649, Y: 261, Zaman: 4763 ms
Mouse Hareket Etti - X: 646, Y: 265, Zaman: 4764 ms
Mouse Hareket Etti - X: 645, Y: 268, Zaman: 4765 ms
Mouse Hareket Etti - X: 643, Y: 271, Zaman: 4766 ms
Mouse Hareket Etti - X: 641, Y: 275, Zaman: 4767 ms
Mouse Hareket Etti - X: 639, Y: 278, Zaman: 4768 ms
Mouse Hareket Etti - X: 637, Y: 282, Zaman: 4769 ms
Mouse Hareket Etti - X: 634, Y: 286, Zaman: 4770 ms
Mouse Hareket Etti - X: 633, Y: 290, Zaman: 4771 ms
Mouse Hareket Etti - X: 630, Y: 294, Zaman: 4772 ms
Mouse Hareket Etti - X: 628, Y: 296, Zaman: 4773 ms
Mouse Hareket Etti - X: 626, Y: 301, Zaman: 4774 ms
Mouse Hareket Etti - X: 623, Y: 306, Zaman: 4775 ms
Mouse Hareket Etti - X: 620, Y: 309, Zaman: 4776 ms
Mouse Hareket Etti - X: 619, Y: 312, Zaman: 4777 ms
Mouse Hareket Etti - X: 616, Y: 317, Zaman: 4778 ms
Mouse Hareket Etti - X: 613, Y: 322, Zaman: 4779 ms
Mouse Hareket Etti - X: 611, Y: 325, Zaman: 4780 ms
Mouse Hareket Etti - X: 608, Y: 330, Zaman: 4781 ms
Mouse Hareket Etti - X: 605, Y: 335, Zaman: 4782 ms
Mouse Hareket Etti - X: 602, Y: 339, Zaman: 4783 ms
Mouse Hareket Etti - X: 600, Y: 343, Zaman: 4784 ms
Mouse Hareket Etti - X: 597, Y: 347, Zaman: 4785 ms
Mouse Hareket Etti - X: 594, Y: 353, Zaman: 4786 ms
Mouse Hareket Etti - X: 591, Y: 357, Zaman: 4787 ms
Mouse Hareket Etti - X: 588, Y: 361, Zaman: 4788 ms
Mouse Hareket Etti - X: 586, Y: 366, Zaman: 4789 ms
Mouse Hareket Etti - X: 582, Y: 371, Zaman: 4790 ms
Mouse Hareket Etti - X: 580, Y: 375, Zaman: 4791 ms
Mouse Hareket Etti - X: 576, Y: 380, Zaman: 4792 ms
Mouse Hareket Etti - X: 573, Y: 385, Zaman: 4793 ms
Mouse Hareket Etti - X: 569, Y: 391, Zaman: 4794 ms
Mouse Hareket Etti - X: 567, Y: 394, Zaman: 4795 ms
Mouse Hareket Etti - X: 564, Y: 399, Zaman: 4796 ms
Mouse Hareket Etti - X: 560, Y: 404, Zaman: 4797 ms
Mouse Hareket Etti - X: 557, Y: 409, Zaman: 4798 ms
Mouse Hareket Etti - X: 554, Y: 413, Zaman: 4799 ms
Mouse Hareket Etti - X: 551, Y: 418, Zaman: 4800 ms
Mouse Hareket Etti - X: 548, Y: 423, Zaman: 4801 ms
Mouse Hareket Etti - X: 544, Y: 429, Zaman: 4802 ms
Mouse Hareket Etti - X: 541, Y: 432, Zaman: 4803 ms
Mouse Hareket Etti - X: 538, Y: 437, Zaman: 4804 ms
Mouse Hareket Etti - X: 535, Y: 442, Zaman: 4805 ms
Mouse Hareket Etti - X: 532, Y: 446, Zaman: 4806 ms
Mouse Hareket Etti - X: 529, Y: 450, Zaman: 4807 ms
Mouse Hareket Etti - X: 525, Y: 456, Zaman: 4808 ms
Mouse Hareket Etti - X: 522, Y: 461, Zaman: 4809 ms
Mouse Hareket Etti - X: 518, Y: 465, Zaman: 4810 ms
Mouse Hareket Etti - X: 516, Y: 470, Zaman: 4811 ms
Mouse Hareket Etti - X: 513, Y: 474, Zaman: 4812 ms
Mouse Hareket Etti - X: 509, Y: 480, Zaman: 4813 ms
Mouse Hareket Etti - X: 506, Y: 483, Zaman: 4814 ms
Mouse Hareket Etti - X: 504, Y: 486, Zaman: 4815 ms
Mouse Hareket Etti - X: 562, Y: 490, Zaman: 12561 ms
Mouse Hareket Etti - X: 562, Y: 488, Zaman: 12562 ms
Mouse Hareket Etti - X: 562, Y: 485, Zaman: 12563 ms
Mouse Hareket Etti - X: 563, Y: 483, Zaman: 12564 ms
Mouse Hareket Etti - X: 563, Y: 481, Zaman: 12565 ms
Mouse Hareket Etti - X: 563, Y: 479, Zaman: 12566 ms
Mouse Hareket Etti - X: 564, Y: 476, Zaman: 12567 ms
Mouse Hareket Etti - X: 565, Y: 474, Zaman: 12568 ms
Mouse Hareket Etti - X: 566, Y: 471, Zaman: 12569 ms
Mouse Hareket Etti - X: 566, Y: 469, Zaman: 12570 ms
Mouse Hareket Etti - X: 568, Y: 467, Zaman: 12571 ms
Mouse Hareket Etti - X: 569, Y: 465, Zaman: 12572 ms
Mouse Hareket Etti - X: 569, Y: 463, Zaman: 12573 ms
Mouse Hareket Etti - X: 571, Y: 459, Zaman: 12574 ms
Mouse Hareket Etti - X: 572, Y: 458, Zaman: 12575 ms
Mouse Hareket Etti - X: 572, Y: 456, Zaman: 12576 ms
Mouse Hareket Etti - X: 574, Y: 453, Zaman: 12577 ms
Mouse Hareket Etti - X: 575, Y: 451, Zaman: 12578 ms
Mouse Hareket Etti - X: 576, Y: 449, Zaman: 12579 ms
Mouse Hareket Etti - X: 578, Y: 446, Zaman: 12580 ms
Mouse Hareket Etti - X: 579, Y: 444, Zaman: 12581 ms
Mouse Hareket Etti - X: 580, Y: 442, Zaman: 12582 ms
Mouse Hareket Etti - X: 582, Y: 439, Zaman: 12583 ms
Mouse Hareket Etti - X: 583, Y: 438, Zaman: 12584 ms
Mouse Hareket Etti - X: 585, Y: 434, Zaman: 12585 ms
Mouse Hareket Etti - X: 587, Y: 433, Zaman: 12586 ms
Mouse Hareket Etti - X: 588, Y: 431, Zaman: 12587 ms
Mouse Hareket Etti - X: 590, Y: 428, Zaman: 12588 ms
Mouse Hareket Etti - X: 591, Y: 426, Zaman: 12589 ms
Mouse Hareket Etti - X: 594, Y: 424, Zaman: 12590 ms
Mouse Hareket Etti - X: 595, Y: 422, Zaman: 12591 ms
Mouse Hareket Etti - X: 597, Y: 420, Zaman: 12592 ms
Mouse Hareket Etti - X: 600, Y: 417, Zaman: 12593 ms
Mouse Hareket Etti - X: 601, Y: 415, Zaman: 12594 ms
Mouse Hareket Etti - X: 604, Y: 413, Zaman: 12595 ms
Mouse Hareket Etti - X: 606, Y: 411, Zaman: 12596 ms
Mouse Hareket Etti - X: 810, Y: 343, Zaman: 12670 ms
Mouse Hareket Etti - X: 812, Y: 343, Zaman: 12672 ms
Mouse Hareket Etti - X: 815, Y: 343, Zaman: 12672 ms
Mouse Hareket Etti - X: 817, Y: 343, Zaman: 12673 ms
Mouse Hareket Etti - X: 820, Y: 343, Zaman: 12674 ms
Mouse Hareket Etti - X: 822, Y: 343, Zaman: 12675 ms
Mouse Hareket Etti - X: 824, Y: 343, Zaman: 12676 ms
Mouse Hareket Etti - X: 825, Y: 343, Zaman: 12677 ms
Mouse Hareket Etti - X: 828, Y: 343, Zaman: 12678 ms
Mouse Hareket Etti - X: 831, Y: 343, Zaman: 12679 ms
Mouse Hareket Etti - X: 833, Y: 343, Zaman: 12680 ms
Mouse Hareket Etti - X: 835, Y: 343, Zaman: 12681 ms
Mouse Hareket Etti - X: 837, Y: 344, Zaman: 12682 ms
Mouse Hareket Etti - X: 839, Y: 344, Zaman: 12683 ms
Mouse Hareket Etti - X: 841, Y: 344, Zaman: 12684 ms
Mouse Hareket Etti - X: 844, Y: 344, Zaman: 12685 ms
Mouse Hareket Etti - X: 845, Y: 344, Zaman: 12686 ms
Mouse Hareket Etti - X: 846, Y: 345, Zaman: 12687 ms
Mouse Hareket Etti - X: 848, Y: 345, Zaman: 12688 ms
Mouse Hareket Etti - X: 851, Y: 346, Zaman: 12689 ms
Mouse Hareket Etti - X: 852, Y: 346, Zaman: 12690 ms
Mouse Hareket Etti - X: 854, Y: 347, Zaman: 12691 ms
Mouse Hareket Etti - X: 855, Y: 347, Zaman: 12692 ms
Mouse Hareket Etti - X: 857, Y: 347, Zaman: 12693 ms
Mouse Hareket Etti - X: 858, Y: 347, Zaman: 12694 ms
Mouse Hareket Etti - X: 859, Y: 348, Zaman: 12695 ms
Mouse Hareket Etti - X: 861, Y: 349, Zaman: 12696 ms
Mouse Hareket Etti - X: 863, Y: 349, Zaman: 12697 ms
Mouse Hareket Etti - X: 865, Y: 350, Zaman: 12699 ms
Mouse Hareket Etti - X: 866, Y: 351, Zaman: 12700 ms
Mouse Hareket Etti - X: 867, Y: 351, Zaman: 12701 ms
Mouse Hareket Etti - X: 869, Y: 351, Zaman: 12702 ms
Mouse Hareket Etti - X: 869, Y: 352, Zaman: 12703 ms
Mouse Hareket Etti - X: 871, Y: 352, Zaman: 12704 ms
Mouse Hareket Etti - X: 872, Y: 353, Zaman: 12705 ms
Mouse Hareket Etti - X: 872, Y: 354, Zaman: 12706 ms
Mouse Hareket Etti - X: 874, Y: 354, Zaman: 12707 ms
Mouse Hareket Etti - X: 875, Y: 355, Zaman: 12709 ms
Mouse Hareket Etti - X: 876, Y: 356, Zaman: 12711 ms
Mouse Hareket Etti - X: 877, Y: 357, Zaman: 12712 ms
Mouse Hareket Etti - X: 878, Y: 358, Zaman: 12714 ms
Mouse Hareket Etti - X: 879, Y: 359, Zaman: 12716 ms
Mouse Hareket Etti - X: 880, Y: 360, Zaman: 12719 ms
Mouse Hareket Etti - X: 880, Y: 361, Zaman: 12720 ms
Mouse Hareket Etti - X: 881, Y: 361, Zaman: 12721 ms
Mouse Hareket Etti - X: 881, Y: 362, Zaman: 12722 ms
Mouse Hareket Etti - X: 881, Y: 363, Zaman: 12724 ms
Mouse Hareket Etti - X: 881, Y: 364, Zaman: 12726 ms
Mouse Hareket Etti - X: 881, Y: 365, Zaman: 12728 ms
Mouse Hareket Etti - X: 882, Y: 365, Zaman: 12729 ms
Mouse Hareket Etti - X: 882, Y: 366, Zaman: 12730 ms
Mouse Hareket Etti - X: 882, Y: 367, Zaman: 12733 ms
Mouse Hareket Etti - X: 882, Y: 368, Zaman: 12736 ms
Mouse Hareket Etti - X: 882, Y: 369, Zaman: 12737 ms
Mouse Hareket Etti - X: 882, Y: 370, Zaman: 12739 ms
Mouse Hareket Etti - X: 882, Y: 371, Zaman: 12742 ms
Mouse Hareket Etti - X: 881, Y: 371, Zaman: 12744 ms
Mouse Hareket Etti - X: 881, Y: 372, Zaman: 12745 ms
Mouse Hareket Etti - X: 880, Y: 373, Zaman: 12746 ms
Mouse Hareket Etti - X: 880, Y: 374, Zaman: 12748 ms
Mouse Hareket Etti - X: 879, Y: 374, Zaman: 12749 ms
Mouse Hareket Etti - X: 879, Y: 375, Zaman: 12750 ms
Mouse Hareket Etti - X: 878, Y: 375, Zaman: 12751 ms
Mouse Hareket Etti - X: 877, Y: 376, Zaman: 12752 ms
Mouse Hareket Etti - X: 876, Y: 377, Zaman: 12754 ms
Mouse Hareket Etti - X: 875, Y: 378, Zaman: 12756 ms
Mouse Hareket Etti - X: 874, Y: 378, Zaman: 12757 ms
Mouse Hareket Etti - X: 873, Y: 379, Zaman: 12758 ms
Mouse Hareket Etti - X: 873, Y: 380, Zaman: 12759 ms
Mouse Hareket Etti - X: 872, Y: 380, Zaman: 12760 ms
Mouse Hareket Etti - X: 871, Y: 381, Zaman: 12761 ms
Mouse Hareket Etti - X: 870, Y: 382, Zaman: 12762 ms
Mouse Hareket Etti - X: 869, Y: 383, Zaman: 12763 ms
Mouse Hareket Etti - X: 867, Y: 383, Zaman: 12764 ms
Mouse Hareket Etti - X: 867, Y: 384, Zaman: 12765 ms
Mouse Hareket Etti - X: 865, Y: 385, Zaman: 12766 ms
Mouse Hareket Etti - X: 864, Y: 386, Zaman: 12767 ms
Mouse Hareket Etti - X: 863, Y: 386, Zaman: 12768 ms
Mouse Hareket Etti - X: 861, Y: 388, Zaman: 12769 ms
Mouse Hareket Etti - X: 860, Y: 389, Zaman: 12770 ms
Mouse Hareket Etti - X: 858, Y: 390, Zaman: 12771 ms
Mouse Hareket Etti - X: 857, Y: 391, Zaman: 12772 ms
Mouse Hareket Etti - X: 855, Y: 392, Zaman: 12773 ms
Mouse Hareket Etti - X: 853, Y: 393, Zaman: 12774 ms
Mouse Hareket Etti - X: 851, Y: 394, Zaman: 12775 ms
Mouse Hareket Etti - X: 850, Y: 396, Zaman: 12776 ms
Mouse Hareket Etti - X: 847, Y: 396, Zaman: 12777 ms
Mouse Hareket Etti - X: 846, Y: 398, Zaman: 12778 ms
Mouse Hareket Etti - X: 845, Y: 399, Zaman: 12779 ms
Mouse Hareket Etti - X: 842, Y: 401, Zaman: 12780 ms
Mouse Hareket Etti - X: 840, Y: 402, Zaman: 12781 ms
Mouse Hareket Etti - X: 838, Y: 404, Zaman: 12782 ms
Mouse Hareket Etti - X: 836, Y: 405, Zaman: 12783 ms
Mouse Hareket Etti - X: 833, Y: 406, Zaman: 12784 ms
Mouse Hareket Etti - X: 831, Y: 408, Zaman: 12785 ms
Mouse Hareket Etti - X: 829, Y: 409, Zaman: 12786 ms
Mouse Hareket Etti - X: 827, Y: 411, Zaman: 12787 ms
Mouse Hareket Etti - X: 823, Y: 413, Zaman: 12788 ms
Mouse Hareket Etti - X: 821, Y: 415, Zaman: 12789 ms
Mouse Hareket Etti - X: 819, Y: 416, Zaman: 12790 ms
Mouse Hareket Etti - X: 816, Y: 418, Zaman: 12791 ms
Mouse Hareket Etti - X: 813, Y: 419, Zaman: 12792 ms
Mouse Hareket Etti - X: 810, Y: 422, Zaman: 12793 ms
Mouse Hareket Etti - X: 808, Y: 423, Zaman: 12794 ms
Mouse Hareket Etti - X: 793, Y: 433, Zaman: 12799 ms
Mouse Hareket Etti - X: 790, Y: 435, Zaman: 12801 ms
Mouse Hareket Etti - X: 788, Y: 437, Zaman: 12801 ms
Mouse Hareket Etti - X: 784, Y: 439, Zaman: 12802 ms
Mouse Hareket Etti - X: 781, Y: 441, Zaman: 12803 ms
Mouse Hareket Etti - X: 778, Y: 443, Zaman: 12804 ms
Mouse Hareket Etti - X: 775, Y: 445, Zaman: 12805 ms
Mouse Hareket Etti - X: 772, Y: 447, Zaman: 12806 ms
Mouse Hareket Etti - X: 769, Y: 450, Zaman: 12807 ms
Mouse Hareket Etti - X: 766, Y: 452, Zaman: 12808 ms
Mouse Hareket Etti - X: 763, Y: 454, Zaman: 12809 ms
Mouse Hareket Etti - X: 760, Y: 457, Zaman: 12810 ms
Mouse Hareket Etti - X: 757, Y: 458, Zaman: 12811 ms
Mouse Hareket Etti - X: 755, Y: 460, Zaman: 12812 ms
Mouse Hareket Etti - X: 752, Y: 462, Zaman: 12813 ms
Mouse Hareket Etti - X: 748, Y: 465, Zaman: 12814 ms
Mouse Hareket Etti - X: 746, Y: 467, Zaman: 12815 ms
Mouse Hareket Etti - X: 744, Y: 468, Zaman: 12816 ms
Mouse Hareket Etti - X: 741, Y: 470, Zaman: 12817 ms
Mouse Hareket Etti - X: 737, Y: 473, Zaman: 12818 ms
Mouse Hareket Etti - X: 735, Y: 475, Zaman: 12819 ms
Mouse Hareket Etti - X: 731, Y: 478, Zaman: 12820 ms
Mouse Hareket Etti - X: 729, Y: 479, Zaman: 12821 ms
Mouse Hareket Etti - X: 727, Y: 481, Zaman: 12822 ms
Mouse Hareket Etti - X: 724, Y: 483, Zaman: 12823 ms
Mouse Hareket Etti - X: 721, Y: 485, Zaman: 12824 ms
Mouse Hareket Etti - X: 719, Y: 487, Zaman: 12825 ms
Mouse Hareket Etti - X: 716, Y: 489, Zaman: 12826 ms
Mouse Hareket Etti - X: 713, Y: 491, Zaman: 12827 ms
Mouse Hareket Etti - X: 498, Y: 491, Zaman: 35501 ms
Mouse Hareket Etti - X: 499, Y: 491, Zaman: 35502 ms
Mouse Hareket Etti - X: 501, Y: 491, Zaman: 35503 ms
Mouse Hareket Etti - X: 502, Y: 491, Zaman: 35504 ms
Mouse Hareket Etti - X: 504, Y: 490, Zaman: 35505 ms
Mouse Hareket Etti - X: 506, Y: 489, Zaman: 35506 ms
Mouse Hareket Etti - X: 507, Y: 489, Zaman: 35507 ms
Mouse Hareket Etti - X: 509, Y: 489, Zaman: 35508 ms
Mouse Hareket Etti - X: 512, Y: 489, Zaman: 35509 ms
Mouse Hareket Etti - X: 513, Y: 488, Zaman: 35510 ms
Mouse Hareket Etti - X: 514, Y: 488, Zaman: 35511 ms
Mouse Hareket Etti - X: 516, Y: 487, Zaman: 35512 ms
Mouse Hareket Etti - X: 518, Y: 487, Zaman: 35513 ms
Mouse Hareket Etti - X: 520, Y: 486, Zaman: 35514 ms
Mouse Hareket Etti - X: 521, Y: 486, Zaman: 35515 ms
Mouse Hareket Etti - X: 522, Y: 486, Zaman: 35516 ms
Mouse Hareket Etti - X: 525, Y: 486, Zaman: 35517 ms
Mouse Hareket Etti - X: 526, Y: 486, Zaman: 35518 ms
Mouse Hareket Etti - X: 528, Y: 485, Zaman: 35519 ms
Mouse Hareket Etti - X: 529, Y: 485, Zaman: 35520 ms
Mouse Hareket Etti - X: 531, Y: 485, Zaman: 35521 ms
Mouse Hareket Etti - X: 533, Y: 484, Zaman: 35522 ms
Mouse Hareket Etti - X: 534, Y: 484, Zaman: 35523 ms
Mouse Hareket Etti - X: 535, Y: 484, Zaman: 35524 ms
Mouse Hareket Etti - X: 538, Y: 483, Zaman: 35525 ms
Mouse Hareket Etti - X: 539, Y: 483, Zaman: 35526 ms
Mouse Hareket Etti - X: 540, Y: 483, Zaman: 35527 ms
Mouse Hareket Etti - X: 542, Y: 483, Zaman: 35528 ms
Mouse Hareket Etti - X: 543, Y: 483, Zaman: 35529 ms
Mouse Hareket Etti - X: 545, Y: 482, Zaman: 35530 ms
Mouse Hareket Etti - X: 546, Y: 482, Zaman: 35531 ms
Mouse Hareket Etti - X: 548, Y: 482, Zaman: 35532 ms
Mouse Hareket Etti - X: 549, Y: 481, Zaman: 35533 ms
Mouse Hareket Etti - X: 550, Y: 481, Zaman: 35534 ms
Mouse Hareket Etti - X: 552, Y: 481, Zaman: 35535 ms
Mouse Hareket Etti - X: 554, Y: 481, Zaman: 35536 ms
Mouse Hareket Etti - X: 555, Y: 481, Zaman: 35537 ms
Mouse Hareket Etti - X: 556, Y: 481, Zaman: 35538 ms
Mouse Hareket Etti - X: 558, Y: 480, Zaman: 35539 ms
Mouse Hareket Etti - X: 559, Y: 480, Zaman: 35540 ms
Mouse Hareket Etti - X: 560, Y: 479, Zaman: 35541 ms
Mouse Hareket Etti - X: 562, Y: 479, Zaman: 35542 ms
Mouse Hareket Etti - X: 563, Y: 479, Zaman: 35543 ms
Mouse Hareket Etti - X: 564, Y: 479, Zaman: 35544 ms
Mouse Hareket Etti - X: 565, Y: 479, Zaman: 35545 ms
Mouse Hareket Etti - X: 567, Y: 479, Zaman: 35546 ms
Mouse Hareket Etti - X: 568, Y: 478, Zaman: 35547 ms
Mouse Hareket Etti - X: 569, Y: 478, Zaman: 35548 ms
Mouse Hareket Etti - X: 571, Y: 478, Zaman: 35549 ms
Mouse Hareket Etti - X: 572, Y: 477, Zaman: 35550 ms
Mouse Hareket Etti - X: 573, Y: 477, Zaman: 35551 ms
Mouse Hareket Etti - X: 574, Y: 477, Zaman: 35552 ms
Mouse Hareket Etti - X: 575, Y: 477, Zaman: 35553 ms
Mouse Hareket Etti - X: 576, Y: 476, Zaman: 35554 ms
Mouse Hareket Etti - X: 577, Y: 476, Zaman: 35555 ms
Mouse Hareket Etti - X: 578, Y: 476, Zaman: 35556 ms
Mouse Hareket Etti - X: 579, Y: 476, Zaman: 35557 ms
Mouse Hareket Etti - X: 580, Y: 476, Zaman: 35558 ms
Mouse Hareket Etti - X: 581, Y: 475, Zaman: 35559 ms
Mouse Hareket Etti - X: 582, Y: 475, Zaman: 35560 ms
Mouse Hareket Etti - X: 583, Y: 475, Zaman: 35561 ms
Mouse Hareket Etti - X: 584, Y: 475, Zaman: 35562 ms
Mouse Hareket Etti - X: 586, Y: 474, Zaman: 35564 ms
Mouse Hareket Etti - X: 587, Y: 473, Zaman: 35566 ms
Mouse Hareket Etti - X: 588, Y: 473, Zaman: 35567 ms
Mouse Hareket Etti - X: 589, Y: 473, Zaman: 35568 ms
Mouse Hareket Etti - X: 590, Y: 473, Zaman: 35569 ms
Mouse Hareket Etti - X: 592, Y: 472, Zaman: 35571 ms
Mouse Hareket Etti - X: 593, Y: 472, Zaman: 35573 ms
Mouse Hareket Etti - X: 594, Y: 472, Zaman: 35574 ms
Mouse Hareket Etti - X: 595, Y: 472, Zaman: 35575 ms
Mouse Hareket Etti - X: 595, Y: 471, Zaman: 35576 ms
Mouse Hareket Etti - X: 596, Y: 471, Zaman: 35577 ms
Mouse Hareket Etti - X: 597, Y: 470, Zaman: 35578 ms
Mouse Hareket Etti - X: 598, Y: 470, Zaman: 35579 ms
Mouse Hareket Etti - X: 599, Y: 470, Zaman: 35580 ms
Mouse Hareket Etti - X: 600, Y: 470, Zaman: 35582 ms
Mouse Hareket Etti - X: 601, Y: 470, Zaman: 35583 ms
Mouse Hareket Etti - X: 602, Y: 469, Zaman: 35584 ms
Mouse Hareket Etti - X: 603, Y: 469, Zaman: 35586 ms
Mouse Hareket Etti - X: 604, Y: 469, Zaman: 35588 ms
Mouse Hareket Etti - X: 605, Y: 469, Zaman: 35590 ms
Mouse Hareket Etti - X: 606, Y: 468, Zaman: 35591 ms
Mouse Hareket Etti - X: 607, Y: 468, Zaman: 35593 ms
Mouse Hareket Etti - X: 608, Y: 468, Zaman: 35595 ms
Mouse Hareket Etti - X: 609, Y: 468, Zaman: 35597 ms
Mouse Hareket Etti - X: 610, Y: 468, Zaman: 35598 ms
Mouse Hareket Etti - X: 610, Y: 467, Zaman: 35600 ms
Mouse Hareket Etti - X: 611, Y: 467, Zaman: 35601 ms
Mouse Hareket Etti - X: 612, Y: 467, Zaman: 35603 ms
Mouse Hareket Etti - X: 613, Y: 466, Zaman: 35606 ms
Mouse Hareket Etti - X: 614, Y: 466, Zaman: 35608 ms
Mouse Hareket Etti - X: 615, Y: 466, Zaman: 35611 ms
Mouse Hareket Etti - X: 616, Y: 466, Zaman: 35615 ms
Mouse Hareket Etti - X: 617, Y: 466, Zaman: 35620 ms
Mouse Hareket Etti - X: 618, Y: 465, Zaman: 35623 ms
Mouse Hareket Etti - X: 619, Y: 465, Zaman: 35633 ms
Mouse Hareket Etti - X: 620, Y: 465, Zaman: 35693 ms
Mouse Hareket Etti - X: 621, Y: 465, Zaman: 35706 ms
Mouse Hareket Etti - X: 622, Y: 465, Zaman: 35709 ms
Mouse Hareket Etti - X: 623, Y: 465, Zaman: 35721 ms
Mouse Hareket Etti - X: 622, Y: 465, Zaman: 35790 ms
Mouse Hareket Etti - X: 621, Y: 465, Zaman: 35794 ms
Mouse Hareket Etti - X: 621, Y: 466, Zaman: 35797 ms
Mouse Hareket Etti - X: 620, Y: 466, Zaman: 35800 ms
Mouse Hareket Etti - X: 619, Y: 467, Zaman: 35804 ms
Mouse Hareket Etti - X: 618, Y: 467, Zaman: 35808 ms
Mouse Hareket Etti - X: 617, Y: 467, Zaman: 35810 ms
Mouse Hareket Etti - X: 616, Y: 467, Zaman: 35812 ms
Mouse Hareket Etti - X: 616, Y: 468, Zaman: 35813 ms
Mouse Hareket Etti - X: 615, Y: 468, Zaman: 35816 ms
Mouse Hareket Etti - X: 614, Y: 468, Zaman: 35819 ms
Mouse Hareket Etti - X: 613, Y: 468, Zaman: 35820 ms
Mouse Hareket Etti - X: 612, Y: 468, Zaman: 35823 ms
Mouse Hareket Etti - X: 612, Y: 469, Zaman: 35825 ms
Mouse Hareket Etti - X: 611, Y: 469, Zaman: 35826 ms
Mouse Hareket Etti - X: 610, Y: 469, Zaman: 35829 ms
Mouse Hareket Etti - X: 609, Y: 469, Zaman: 35830 ms
Mouse Hareket Etti - X: 608, Y: 469, Zaman: 35833 ms
Mouse Hareket Etti - X: 607, Y: 469, Zaman: 35835 ms
Mouse Hareket Etti - X: 606, Y: 469, Zaman: 35838 ms
Mouse Hareket Etti - X: 605, Y: 469, Zaman: 35839 ms
Mouse Hareket Etti - X: 604, Y: 469, Zaman: 35841 ms
Mouse Hareket Etti - X: 603, Y: 469, Zaman: 35843 ms
Mouse Hareket Etti - X: 602, Y: 469, Zaman: 35845 ms
Mouse Hareket Etti - X: 601, Y: 469, Zaman: 35846 ms
Mouse Hareket Etti - X: 600, Y: 470, Zaman: 35847 ms
Mouse Hareket Etti - X: 599, Y: 470, Zaman: 35849 ms
Mouse Hareket Etti - X: 597, Y: 470, Zaman: 35851 ms
Mouse Hareket Etti - X: 596, Y: 470, Zaman: 35853 ms
Mouse Hareket Etti - X: 595, Y: 471, Zaman: 35854 ms
Mouse Hareket Etti - X: 594, Y: 471, Zaman: 35855 ms
Mouse Hareket Etti - X: 593, Y: 471, Zaman: 35856 ms
Mouse Hareket Etti - X: 592, Y: 471, Zaman: 35857 ms
Mouse Hareket Etti - X: 591, Y: 471, Zaman: 35858 ms
Mouse Hareket Etti - X: 590, Y: 471, Zaman: 35859 ms
Mouse Hareket Etti - X: 589, Y: 471, Zaman: 35860 ms
Mouse Hareket Etti - X: 588, Y: 471, Zaman: 35861 ms
Mouse Hareket Etti - X: 586, Y: 471, Zaman: 35862 ms
Mouse Hareket Etti - X: 584, Y: 471, Zaman: 35864 ms
Mouse Hareket Etti - X: 583, Y: 471, Zaman: 35865 ms
Mouse Hareket Etti - X: 582, Y: 471, Zaman: 35866 ms
Mouse Hareket Etti - X: 580, Y: 472, Zaman: 35867 ms
Mouse Hareket Etti - X: 578, Y: 472, Zaman: 35868 ms
Mouse Hareket Etti - X: 577, Y: 472, Zaman: 35869 ms
Mouse Hareket Etti - X: 576, Y: 472, Zaman: 35870 ms
Mouse Hareket Etti - X: 574, Y: 472, Zaman: 35871 ms
Mouse Hareket Etti - X: 572, Y: 472, Zaman: 35872 ms
Mouse Hareket Etti - X: 570, Y: 472, Zaman: 35873 ms
Mouse Hareket Etti - X: 569, Y: 473, Zaman: 35874 ms
